q,s,sigma,z,delta_b,delta_a
2,100.204,0.410345,1,-nan,-nan
2,100.204,0.441379,-1,nan,nan
2,100.204,0.441379,0,nan,nan
2,100.204,0.441379,1,nan,nan
2,100.204,0.472414,-1,-nan,-nan
2,100.204,0.472414,0,-nan,-nan
2,100.204,0.472414,1,-nan,-nan
2,100.204,0.503448,-1,nan,nan
2,100.204,0.503448,0,nan,nan
2,100.204,0.503448,1,nan,nan
2,100.204,0.534483,-1,-nan,-nan
2,100.204,0.534483,0,-nan,-nan
2,100.204,0.534483,1,-nan,-nan
2,100.204,0.565517,-1,nan,nan
2,100.204,0.565517,0,nan,nan
2,100.204,0.565517,1,nan,nan
2,100.204,0.596552,-1,-nan,-nan
2,100.204,0.596552,0,-nan,-nan
2,100.204,0.596552,1,-nan,-nan
2,100.204,0.627586,-1,nan,nan
2,100.204,0.627586,0,nan,nan
2,100.204,0.627586,1,nan,nan
2,100.204,0.658621,-1,-nan,-nan
2,100.204,0.658621,0,-nan,-nan
2,100.204,0.658621,1,-nan,-nan
2,100.204,0.689655,-1,nan,nan
2,100.204,0.689655,0,nan,nan
2,100.204,0.689655,1,nan,nan
2,100.204,0.72069,-1,-nan,-nan
2,100.204,0.72069,0,-nan,-nan
2,100.204,0.72069,1,-nan,-nan
2,100.204,0.751724,-1,nan,nan
2,100.204,0.751724,0,nan,nan
2,100.204,0.751724,1,nan,nan
2,100.204,0.782759,-1,-nan,-nan
2,100.204,0.782759,0,-nan,-nan
2,100.204,0.782759,1,-nan,-nan
2,100.204,0.813793,-1,nan,nan
2,100.204,0.813793,0,nan,nan
2,100.204,0.813793,1,nan,nan
2,100.204,0.844828,-1,-nan,-nan
2,100.204,0.844828,0,-nan,-nan
2,100.204,0.844828,1,-nan,-nan
2,100.204,0.875862,-1,nan,nan
2,100.204,0.875862,0,nan,nan
2,100.204,0.875862,1,nan,nan
2,100.204,0.906897,-1,-nan,-nan
2,100.204,0.906897,0,-nan,-nan
2,100.204,0.906897,1,-nan,-nan
2,100.204,0.937931,-1,nan,nan
2,100.204,0.937931,0,nan,nan
2,100.204,0.937931,1,nan,nan
2,100.204,0.968966,-1,-nan,-nan
2,100.204,0.968966,0,-nan,-nan
2,100.204,0.968966,1,-nan,-nan
2,100.204,1,-1,1.12255,0.168223
2,100.204,1,0,1.12255,0.168223
2,100.204,1,1,1.12255,0.168223
2,100.612,0.1,-1,1.12449,0.166279
2,100.612,0.1,0,1.12449,0.166279
2,100.612,0.1,1,1.12449,0.166279
2,100.612,0.131034,-1,-nan,nan
2,100.612,0.131034,0,-nan,nan
2,100.612,0.131034,1,-nan,nan
2,100.612,0.162069,-1,nan,-nan
2,100.612,0.162069,0,nan,-nan
2,100.612,0.162069,1,nan,-nan
2,100.612,0.193103,-1,-nan,nan
2,100.612,0.193103,0,-nan,nan
2,100.612,0.193103,1,-nan,nan
2,100.612,0.224138,-1,nan,-nan
2,100.612,0.224138,0,nan,-nan
2,100.612,0.224138,1,nan,-nan
2,100.612,0.255172,-1,-nan,nan
2,100.612,0.255172,0,-nan,nan
2,100.612,0.255172,1,-nan,nan
2,100.612,0.286207,-1,nan,-nan
2,100.612,0.286207,0,nan,-nan
2,100.612,0.286207,1,nan,-nan
2,100.612,0.317241,-1,-nan,nan
2,100.612,0.317241,0,-nan,nan
2,100.612,0.317241,1,-nan,nan
2,100.612,0.348276,-1,nan,-nan
2,100.612,0.348276,0,nan,-nan
2,100.612,0.348276,1,nan,-nan
2,100.612,0.37931,-1,-nan,-nan
2,100.612,0.37931,0,-nan,-nan
2,100.612,0.37931,1,-nan,-nan
2,100.612,0.410345,-1,nan,nan
2,100.612,0.410345,0,nan,nan
2,100.612,0.410345,1,nan,nan
2,100.612,0.441379,-1,-nan,-nan
2,100.612,0.441379,0,-nan,-nan
2,100.612,0.441379,1,-nan,-nan
2,100.612,0.472414,-1,nan,nan
2,100.612,0.472414,0,nan,nan
2,100.612,0.472414,1,nan,nan
2,100.612,0.503448,-1,-nan,-nan
2,100.612,0.503448,0,-nan,-nan
2,100.612,0.503448,1,-nan,-nan
2,100.612,0.534483,-1,nan,nan
2,100.612,0.534483,0,nan,nan
2,100.612,0.534483,1,nan,nan
2,100.612,0.565517,-1,-nan,-nan
2,100.612,0.565517,0,-nan,-nan
2,100.612,0.565517,1,-nan,-nan
2,100.612,0.596552,-1,nan,nan
2,100.612,0.596552,0,nan,nan
2,100.612,0.596552,1,nan,nan
2,100.612,0.627586,-1,-nan,-nan
2,100.612,0.627586,0,-nan,-nan
2,100.612,0.627586,1,-nan,-nan
2,100.612,0.658621,-1,nan,nan
2,100.612,0.658621,0,nan,nan
2,100.612,0.658621,1,nan,nan
2,100.612,0.689655,-1,-nan,-nan
2,100.612,0.689655,0,-nan,-nan
2,100.612,0.689655,1,-nan,-nan
2,100.612,0.72069,-1,nan,nan
2,100.612,0.72069,0,nan,nan
2,100.612,0.72069,1,nan,nan
2,100.612,0.751724,-1,-nan,-nan
2,100.612,0.751724,0,-nan,-nan
2,100.612,0.751724,1,-nan,-nan
2,100.612,0.782759,-1,nan,nan
2,100.612,0.782759,0,nan,nan
2,100.612,0.782759,1,nan,nan
2,100.612,0.813793,-1,-nan,-nan
2,100.612,0.813793,0,-nan,-nan
2,100.612,0.813793,1,-nan,-nan
2,100.612,0.844828,-1,nan,nan
2,100.612,0.844828,0,nan,nan
2,100.612,0.844828,1,nan,nan
2,100.612,0.875862,-1,-nan,-nan
2,100.612,0.875862,0,-nan,-nan
2,100.612,0.875862,1,-nan,-nan
2,100.612,0.906897,-1,nan,nan
2,100.612,0.906897,0,nan,nan
2,100.612,0.906897,1,nan,nan
2,100.612,0.937931,-1,-nan,-nan
2,100.612,0.937931,0,-nan,-nan
2,100.612,0.937931,1,-nan,-nan
2,100.612,0.968966,-1,nan,nan
2,100.612,0.968966,0,nan,nan
2,100.612,0.968966,1,nan,nan
2,100.612,1,-1,1.12449,0.166279
2,100.612,1,0,1.12449,0.166279
2,100.612,1,1,1.12449,0.166279
2,101.02,0.1,-1,1.12643,0.164336
2,101.02,0.1,0,1.12643,0.164336
2,101.02,0.1,1,1.12643,0.164336
2,101.02,0.131034,-1,nan,-nan
2,101.02,0.131034,0,nan,-nan
2,101.02,0.131034,1,nan,-nan
2,101.02,0.162069,-1,-nan,nan
2,101.02,0.162069,0,-nan,nan
2,101.02,0.162069,1,-nan,nan
2,101.02,0.193103,-1,nan,-nan
2,101.02,0.193103,0,nan,-nan
2,101.02,0.193103,1,nan,-nan
2,101.02,0.224138,-1,-nan,nan
2,101.02,0.224138,0,-nan,nan
2,101.02,0.224138,1,-nan,nan
2,101.02,0.255172,-1,nan,-nan
2,101.02,0.255172,0,nan,-nan
2,101.02,0.255172,1,nan,-nan
2,101.02,0.286207,-1,-nan,nan
2,101.02,0.286207,0,-nan,nan
2,101.02,0.286207,1,-nan,nan
2,101.02,0.317241,-1,nan,-nan
2,101.02,0.317241,0,nan,-nan
2,101.02,0.317241,1,nan,-nan
2,101.02,0.348276,-1,-nan,nan
2,101.02,0.348276,0,-nan,nan
2,101.02,0.348276,1,-nan,nan
2,101.02,0.37931,-1,nan,nan
2,101.02,0.37931,0,nan,nan
2,101.02,0.37931,1,nan,nan
2,101.02,0.410345,-1,-nan,-nan
2,101.02,0.410345,0,-nan,-nan
2,101.02,0.410345,1,-nan,-nan
2,101.02,0.441379,-1,nan,nan
2,101.02,0.441379,0,nan,nan
2,101.02,0.441379,1,nan,nan
2,101.02,0.472414,-1,-nan,-nan
2,101.02,0.472414,0,-nan,-nan
2,101.02,0.472414,1,-nan,-nan
2,101.02,0.503448,-1,nan,nan
2,101.02,0.503448,0,nan,nan
2,101.02,0.503448,1,nan,nan
2,101.02,0.534483,-1,-nan,-nan
2,101.02,0.534483,0,-nan,-nan
2,101.02,0.534483,1,-nan,-nan
2,101.02,0.565517,-1,nan,nan
2,101.02,0.565517,0,nan,nan
2,101.02,0.565517,1,nan,nan
2,101.02,0.596552,-1,-nan,-nan
2,101.02,0.596552,0,-nan,-nan
2,101.02,0.596552,1,-nan,-nan
2,101.02,0.627586,-1,nan,nan
2,101.02,0.627586,0,nan,nan
2,101.02,0.627586,1,nan,nan
2,101.02,0.658621,-1,-nan,-nan
2,101.02,0.658621,0,-nan,-nan
2,101.02,0.658621,1,-nan,-nan
2,101.02,0.689655,-1,nan,nan
2,101.02,0.689655,0,nan,nan
2,101.02,0.689655,1,nan,nan
2,101.02,0.72069,-1,-nan,-nan
2,101.02,0.72069,0,-nan,-nan
2,101.02,0.72069,1,-nan,-nan
2,101.02,0.751724,-1,nan,nan
2,101.02,0.751724,0,nan,nan
2,101.02,0.751724,1,nan,nan
2,101.02,0.782759,-1,-nan,-nan
2,101.02,0.782759,0,-nan,-nan
2,101.02,0.782759,1,-nan,-nan
2,101.02,0.813793,-1,nan,nan
2,101.02,0.813793,0,nan,nan
2,101.02,0.813793,1,nan,nan
2,101.02,0.844828,-1,-nan,-nan
2,101.02,0.844828,0,-nan,-nan
2,101.02,0.844828,1,-nan,-nan
2,101.02,0.875862,-1,nan,nan
2,101.02,0.875862,0,nan,nan
2,101.02,0.875862,1,nan,nan
2,101.02,0.906897,-1,-nan,-nan
2,101.02,0.906897,0,-nan,-nan
2,101.02,0.906897,1,-nan,-nan
2,101.02,0.937931,-1,nan,nan
2,101.02,0.937931,0,nan,nan
2,101.02,0.937931,1,nan,nan
2,101.02,0.968966,-1,-nan,-nan
2,101.02,0.968966,0,-nan,-nan
2,101.02,0.968966,1,-nan,-nan
2,101.02,1,-1,1.12643,0.164336
2,101.02,1,0,1.12643,0.164336
2,101.02,1,1,1.12643,0.164336
2,101.429,0.1,-1,1.12838,0.162392
2,101.429,0.1,0,1.12838,0.162392
2,101.429,0.1,1,1.12838,0.162392
2,101.429,0.131034,-1,-nan,nan
2,101.429,0.131034,0,-nan,nan
2,101.429,0.131034,1,-nan,nan
2,101.429,0.162069,-1,nan,-nan
2,101.429,0.162069,0,nan,-nan
2,101.429,0.162069,1,nan,-nan
2,101.429,0.193103,-1,-nan,nan
2,101.429,0.193103,0,-nan,nan
2,101.429,0.193103,1,-nan,nan
2,101.429,0.224138,-1,nan,-nan
2,101.429,0.224138,0,nan,-nan
2,101.429,0.224138,1,nan,-nan
2,101.429,0.255172,-1,-nan,nan
2,101.429,0.255172,0,-nan,nan
2,101.429,0.255172,1,-nan,nan
2,101.429,0.286207,-1,nan,-nan
2,101.429,0.286207,0,nan,-nan
2,101.429,0.286207,1,nan,-nan
2,101.429,0.317241,-1,-nan,nan
2,101.429,0.317241,0,-nan,nan
2,101.429,0.317241,1,-nan,nan
2,101.429,0.348276,-1,nan,-nan
2,101.429,0.348276,0,nan,-nan
2,101.429,0.348276,1,nan,-nan
2,101.429,0.37931,-1,-nan,-nan
2,101.429,0.37931,0,-nan,-nan
2,101.429,0.37931,1,-nan,-nan
2,101.429,0.410345,-1,nan,nan
2,101.429,0.410345,0,nan,nan
2,101.429,0.410345,1,nan,nan
2,101.429,0.441379,-1,-nan,-nan
2,101.429,0.441379,0,-nan,-nan
2,101.429,0.441379,1,-nan,-nan
2,101.429,0.472414,-1,nan,nan
2,101.429,0.472414,0,nan,nan
2,101.429,0.472414,1,nan,nan
2,101.429,0.503448,-1,-nan,-nan
2,101.429,0.503448,0,-nan,-nan
2,101.429,0.503448,1,-nan,-nan
2,101.429,0.534483,-1,nan,nan
2,101.429,0.534483,0,nan,nan
2,101.429,0.534483,1,nan,nan
2,101.429,0.565517,-1,-nan,-nan
2,101.429,0.565517,0,-nan,-nan
2,101.429,0.565517,1,-nan,-nan
2,101.429,0.596552,-1,nan,nan
2,101.429,0.596552,0,nan,nan
2,101.429,0.596552,1,nan,nan
2,101.429,0.627586,-1,-nan,-nan
2,101.429,0.627586,0,-nan,-nan
2,101.429,0.627586,1,-nan,-nan
2,101.429,0.658621,-1,nan,nan
2,101.429,0.658621,0,nan,nan
2,101.429,0.658621,1,nan,nan
2,101.429,0.689655,-1,-nan,-nan
2,101.429,0.689655,0,-nan,-nan
2,101.429,0.689655,1,-nan,-nan
2,101.429,0.72069,-1,nan,nan
2,101.429,0.72069,0,nan,nan
2,101.429,0.72069,1,nan,nan
2,101.429,0.751724,-1,-nan,-nan
2,101.429,0.751724,0,-nan,-nan
2,101.429,0.751724,1,-nan,-nan
2,101.429,0.782759,-1,nan,nan
2,101.429,0.782759,0,nan,nan
2,101.429,0.782759,1,nan,nan
2,101.429,0.813793,-1,-nan,-nan
2,101.429,0.813793,0,-nan,-nan
2,101.429,0.813793,1,-nan,-nan
2,101.429,0.844828,-1,nan,nan
2,101.429,0.844828,0,nan,nan
2,101.429,0.844828,1,nan,nan
2,101.429,0.875862,-1,-nan,-nan
2,101.429,0.875862,0,-nan,-nan
2,101.429,0.875862,1,-nan,-nan
2,101.429,0.906897,-1,nan,nan
2,101.429,0.906897,0,nan,nan
2,101.429,0.906897,1,nan,nan
2,101.429,0.937931,-1,-nan,-nan
2,101.429,0.937931,0,-nan,-nan
2,101.429,0.937931,1,-nan,-nan
2,101.429,0.968966,-1,nan,nan
2,101.429,0.968966,0,nan,nan
2,101.429,0.968966,1,nan,nan
2,101.429,1,-1,1.12838,0.162392
2,101.429,1,0,1.12838,0.162392
2,101.429,1,1,1.12838,0.162392
2,101.837,0.1,-1,1.13032,0.160448
2,101.837,0.1,0,1.13032,0.160448
2,101.837,0.1,1,1.13032,0.160448
2,101.837,0.131034,-1,nan,-nan
2,101.837,0.131034,0,nan,-nan
2,101.837,0.131034,1,nan,-nan
2,101.837,0.162069,-1,-nan,nan
2,101.837,0.162069,0,-nan,nan
2,101.837,0.162069,1,-nan,nan
2,101.837,0.193103,-1,nan,-nan
2,101.837,0.193103,0,nan,-nan
2,101.837,0.193103,1,nan,-nan
2,101.837,0.224138,-1,-nan,nan
2,101.837,0.224138,0,-nan,nan
2,101.837,0.224138,1,-nan,nan
2,101.837,0.255172,-1,nan,-nan
2,101.837,0.255172,0,nan,-nan
2,101.837,0.255172,1,nan,-nan
2,101.837,0.286207,-1,-nan,nan
2,101.837,0.286207,0,-nan,nan
2,101.837,0.286207,1,-nan,nan
2,101.837,0.317241,-1,nan,-nan
2,101.837,0.317241,0,nan,-nan
2,101.837,0.317241,1,nan,-nan
2,101.837,0.348276,-1,-nan,nan
2,101.837,0.348276,0,-nan,nan
2,101.837,0.348276,1,-nan,nan
2,101.837,0.37931,-1,nan,nan
2,101.837,0.37931,0,nan,nan
2,101.837,0.37931,1,nan,nan
2,101.837,0.410345,-1,-nan,-nan
2,101.837,0.410345,0,-nan,-nan
2,101.837,0.410345,1,-nan,-nan
2,101.837,0.441379,-1,nan,nan
2,101.837,0.441379,0,nan,nan
2,101.837,0.441379,1,nan,nan
2,101.837,0.472414,-1,-nan,-nan
2,101.837,0.472414,0,-nan,-nan
2,101.837,0.472414,1,-nan,-nan
2,101.837,0.503448,-1,nan,nan
2,101.837,0.503448,0,nan,nan
2,101.837,0.503448,1,nan,nan
2,101.837,0.534483,-1,-nan,-nan
2,101.837,0.534483,0,-nan,-nan
2,101.837,0.534483,1,-nan,-nan
2,101.837,0.565517,-1,nan,nan
2,101.837,0.565517,0,nan,nan
2,101.837,0.565517,1,nan,nan
2,101.837,0.596552,-1,-nan,-nan
2,101.837,0.596552,0,-nan,-nan
2,101.837,0.596552,1,-nan,-nan
2,101.837,0.627586,-1,nan,nan
2,101.837,0.627586,0,nan,nan
2,101.837,0.627586,1,nan,nan
2,101.837,0.658621,-1,-nan,-nan
2,101.837,0.658621,0,-nan,-nan
2,101.837,0.658621,1,-nan,-nan
2,101.837,0.689655,-1,nan,nan
2,101.837,0.689655,0,nan,nan
2,101.837,0.689655,1,nan,nan
2,101.837,0.72069,-1,-nan,-nan
2,101.837,0.72069,0,-nan,-nan
2,101.837,0.72069,1,-nan,-nan
2,101.837,0.751724,-1,nan,nan
2,101.837,0.751724,0,nan,nan
2,101.837,0.751724,1,nan,nan
2,101.837,0.782759,-1,-nan,-nan
2,101.837,0.782759,0,-nan,-nan
2,101.837,0.782759,1,-nan,-nan
2,101.837,0.813793,-1,nan,nan
2,101.837,0.813793,0,nan,nan
2,101.837,0.813793,1,nan,nan
2,101.837,0.844828,-1,-nan,-nan
2,101.837,0.844828,0,-nan,-nan
2,101.837,0.844828,1,-nan,-nan
2,101.837,0.875862,-1,nan,nan
2,101.837,0.875862,0,nan,nan
2,101.837,0.875862,1,nan,nan
2,101.837,0.906897,-1,-nan,-nan
2,101.837,0.906897,0,-nan,-nan
2,101.837,0.906897,1,-nan,-nan
2,101.837,0.937931,-1,nan,nan
2,101.837,0.937931,0,nan,nan
2,101.837,0.937931,1,nan,nan
2,101.837,0.968966,-1,-nan,-nan
2,101.837,0.968966,0,-nan,-nan
2,101.837,0.968966,1,-nan,-nan
2,101.837,1,-1,1.13032,0.160448
2,101.837,1,0,1.13032,0.160448
2,101.837,1,1,1.13032,0.160448
2,102.245,0.1,-1,1.13227,0.158505
2,102.245,0.1,0,1.13227,0.158505
2,102.245,0.1,1,1.13227,0.158505
2,102.245,0.131034,-1,-nan,nan
2,102.245,0.131034,0,-nan,nan
2,102.245,0.131034,1,-nan,nan
2,102.245,0.162069,-1,nan,-nan
2,102.245,0.162069,0,nan,-nan
2,102.245,0.162069,1,nan,-nan
2,102.245,0.193103,-1,-nan,nan
2,102.245,0.193103,0,-nan,nan
2,102.245,0.193103,1,-nan,nan
2,102.245,0.224138,-1,nan,-nan
2,102.245,0.224138,0,nan,-nan
2,102.245,0.224138,1,nan,-nan
2,102.245,0.255172,-1,-nan,nan
2,102.245,0.255172,0,-nan,nan
2,102.245,0.255172,1,-nan,nan
2,102.245,0.286207,-1,nan,-nan
2,102.245,0.286207,0,nan,-nan
2,102.245,0.286207,1,nan,-nan
2,102.245,0.317241,-1,-nan,nan
2,102.245,0.317241,0,-nan,nan
2,102.245,0.317241,1,-nan,nan
2,102.245,0.348276,-1,nan,-nan
2,102.245,0.348276,0,nan,-nan
2,102.245,0.348276,1,nan,-nan
2,102.245,0.37931,-1,-nan,-nan
2,102.245,0.37931,0,-nan,-nan
2,102.245,0.37931,1,-nan,-nan
2,102.245,0.410345,-1,nan,nan
2,102.245,0.410345,0,nan,nan
2,102.245,0.410345,1,nan,nan
2,102.245,0.441379,-1,-nan,-nan
2,102.245,0.441379,0,-nan,-nan
2,102.245,0.441379,1,-nan,-nan
2,102.245,0.472414,-1,nan,nan
2,102.245,0.472414,0,nan,nan
2,102.245,0.472414,1,nan,nan
2,102.245,0.503448,-1,-nan,-nan
2,102.245,0.503448,0,-nan,-nan
2,102.245,0.503448,1,-nan,-nan
2,102.245,0.534483,-1,nan,nan
2,102.245,0.534483,0,nan,nan
2,102.245,0.534483,1,nan,nan
2,102.245,0.565517,-1,-nan,-nan
2,102.245,0.565517,0,-nan,-nan
2,102.245,0.565517,1,-nan,-nan
2,102.245,0.596552,-1,nan,nan
2,102.245,0.596552,0,nan,nan
2,102.245,0.596552,1,nan,nan
2,102.245,0.627586,-1,-nan,-nan
2,102.245,0.627586,0,-nan,-nan
2,102.245,0.627586,1,-nan,-nan
2,102.245,0.658621,-1,nan,nan
2,102.245,0.658621,0,nan,nan
2,102.245,0.658621,1,nan,nan
2,102.245,0.689655,-1,-nan,-nan
2,102.245,0.689655,0,-nan,-nan
2,102.245,0.689655,1,-nan,-nan
2,102.245,0.72069,-1,nan,nan
2,102.245,0.72069,0,nan,nan
2,102.245,0.72069,1,nan,nan
2,102.245,0.751724,-1,-nan,-nan
2,102.245,0.751724,0,-nan,-nan
2,102.245,0.751724,1,-nan,-nan
2,102.245,0.782759,-1,nan,nan
2,102.245,0.782759,0,nan,nan
2,102.245,0.782759,1,nan,nan
2,102.245,0.813793,-1,-nan,-nan
2,102.245,0.813793,0,-nan,-nan
2,102.245,0.813793,1,-nan,-nan
2,102.245,0.844828,-1,nan,nan
2,102.245,0.844828,0,nan,nan
2,102.245,0.844828,1,nan,nan
2,102.245,0.875862,-1,-nan,-nan
2,102.245,0.875862,0,-nan,-nan
2,102.245,0.875862,1,-nan,-nan
2,102.245,0.906897,-1,nan,nan
2,102.245,0.906897,0,nan,nan
2,102.245,0.906897,1,nan,nan
2,102.245,0.937931,-1,-nan,-nan
2,102.245,0.937931,0,-nan,-nan
2,102.245,0.937931,1,-nan,-nan
2,102.245,0.968966,-1,nan,nan
2,102.245,0.968966,0,nan,nan
2,102.245,0.968966,1,nan,nan
2,102.245,1,-1,1.13227,0.158505
2,102.245,1,0,1.13227,0.158505
2,102.245,1,1,1.13227,0.158505
2,102.653,0.1,-1,1.13421,0.156561
2,102.653,0.1,0,1.13421,0.156561
2,102.653,0.1,1,1.13421,0.156561
2,102.653,0.131034,-1,nan,-nan
2,102.653,0.131034,0,nan,-nan
2,102.653,0.131034,1,nan,-nan
2,102.653,0.162069,-1,-nan,nan
2,102.653,0.162069,0,-nan,nan
2,102.653,0.162069,1,-nan,nan
2,102.653,0.193103,-1,nan,-nan
2,102.653,0.193103,0,nan,-nan
2,102.653,0.193103,1,nan,-nan
2,102.653,0.224138,-1,-nan,nan
2,102.653,0.224138,0,-nan,nan
2,102.653,0.224138,1,-nan,nan
2,102.653,0.255172,-1,nan,-nan
2,102.653,0.255172,0,nan,-nan
2,102.653,0.255172,1,nan,-nan
2,102.653,0.286207,-1,-nan,nan
2,102.653,0.286207,0,-nan,nan
2,102.653,0.286207,1,-nan,nan
2,102.653,0.317241,-1,nan,-nan
2,102.653,0.317241,0,nan,-nan
2,102.653,0.317241,1,nan,-nan
2,102.653,0.348276,-1,-nan,nan
2,102.653,0.348276,0,-nan,nan
2,102.653,0.348276,1,-nan,nan
2,102.653,0.37931,-1,nan,nan
2,102.653,0.37931,0,nan,nan
2,102.653,0.37931,1,nan,nan
2,102.653,0.410345,-1,-nan,-nan
2,102.653,0.410345,0,-nan,-nan
2,102.653,0.410345,1,-nan,-nan
2,102.653,0.441379,-1,nan,nan
2,102.653,0.441379,0,nan,nan
2,102.653,0.441379,1,nan,nan
2,102.653,0.472414,-1,-nan,-nan
2,102.653,0.472414,0,-nan,-nan
2,102.653,0.472414,1,-nan,-nan
2,102.653,0.503448,-1,nan,nan
2,102.653,0.503448,0,nan,nan
2,102.653,0.503448,1,nan,nan
2,102.653,0.534483,-1,-nan,-nan
2,102.653,0.534483,0,-nan,-nan
2,102.653,0.534483,1,-nan,-nan
2,102.653,0.565517,-1,nan,nan
2,102.653,0.565517,0,nan,nan
2,102.653,0.565517,1,nan,nan
2,102.653,0.596552,-1,-nan,-nan
2,102.653,0.596552,0,-nan,-nan
2,102.653,0.596552,1,-nan,-nan
2,102.653,0.627586,-1,nan,nan
2,102.653,0.627586,0,nan,nan
2,102.653,0.627586,1,nan,nan
2,102.653,0.658621,-1,-nan,-nan
2,102.653,0.658621,0,-nan,-nan
2,102.653,0.658621,1,-nan,-nan
2,102.653,0.689655,-1,nan,nan
2,102.653,0.689655,0,nan,nan
2,102.653,0.689655,1,nan,nan
2,102.653,0.72069,-1,-nan,-nan
2,102.653,0.72069,0,-nan,-nan
2,102.653,0.72069,1,-nan,-nan
2,102.653,0.751724,-1,nan,nan
2,102.653,0.751724,0,nan,nan
2,102.653,0.751724,1,nan,nan
2,102.653,0.782759,-1,-nan,-nan
2,102.653,0.782759,0,-nan,-nan
2,102.653,0.782759,1,-nan,-nan
2,102.653,0.813793,-1,nan,nan
2,102.653,0.813793,0,nan,nan
2,102.653,0.813793,1,nan,nan
2,102.653,0.844828,-1,-nan,-nan
2,102.653,0.844828,0,-nan,-nan
2,102.653,0.844828,1,-nan,-nan
2,102.653,0.875862,-1,nan,nan
2,102.653,0.875862,0,nan,nan
2,102.653,0.875862,1,nan,nan
2,102.653,0.906897,-1,-nan,-nan
2,102.653,0.906897,0,-nan,-nan
2,102.653,0.906897,1,-nan,-nan
2,102.653,0.937931,-1,nan,nan
2,102.653,0.937931,0,nan,nan
2,102.653,0.937931,1,nan,nan
2,102.653,0.968966,-1,-nan,-nan
2,102.653,0.968966,0,-nan,-nan
2,102.653,0.968966,1,-nan,-nan
2,102.653,1,-1,1.13421,0.156561
2,102.653,1,0,1.13421,0.156561
2,102.653,1,1,1.13421,0.156561
2,103.061,0.1,-1,1.13615,0.154617
2,103.061,0.1,0,1.13615,0.154617
2,103.061,0.1,1,1.13615,0.154617
2,103.061,0.131034,-1,-nan,nan
2,103.061,0.131034,0,-nan,nan
2,103.061,0.131034,1,-nan,nan
2,103.061,0.162069,-1,nan,-nan
2,103.061,0.162069,0,nan,-nan
2,103.061,0.162069,1,nan,-nan
2,103.061,0.193103,-1,-nan,nan
2,103.061,0.193103,0,-nan,nan
2,103.061,0.193103,1,-nan,nan
2,103.061,0.224138,-1,nan,-nan
2,103.061,0.224138,0,nan,-nan
2,103.061,0.224138,1,nan,-nan
2,103.061,0.255172,-1,-nan,nan
2,103.061,0.255172,0,-nan,nan
2,103.061,0.255172,1,-nan,nan
2,103.061,0.286207,-1,nan,-nan
2,103.061,0.286207,0,nan,-nan
2,103.061,0.286207,1,nan,-nan
2,103.061,0.317241,-1,-nan,nan
2,103.061,0.317241,0,-nan,nan
2,103.061,0.317241,1,-nan,nan
2,103.061,0.348276,-1,nan,-nan
2,103.061,0.348276,0,nan,-nan
2,103.061,0.348276,1,nan,-nan
2,103.061,0.37931,-1,-nan,-nan
2,103.061,0.37931,0,-nan,-nan
2,103.061,0.37931,1,-nan,-nan
2,103.061,0.410345,-1,nan,nan
2,103.061,0.410345,0,nan,nan
2,103.061,0.410345,1,nan,nan
2,103.061,0.441379,-1,-nan,-nan
2,103.061,0.441379,0,-nan,-nan
2,103.061,0.441379,1,-nan,-nan
2,103.061,0.472414,-1,nan,nan
2,103.061,0.472414,0,nan,nan
2,103.061,0.472414,1,nan,nan
2,103.061,0.503448,-1,-nan,-nan
2,103.061,0.503448,0,-nan,-nan
2,103.061,0.503448,1,-nan,-nan
2,103.061,0.534483,-1,nan,nan
2,103.061,0.534483,0,nan,nan
2,103.061,0.534483,1,nan,nan
2,103.061,0.565517,-1,-nan,-nan
2,103.061,0.565517,0,-nan,-nan
2,103.061,0.565517,1,-nan,-nan
2,103.061,0.596552,-1,nan,nan
2,103.061,0.596552,0,nan,nan
2,103.061,0.596552,1,nan,nan
2,103.061,0.627586,-1,-nan,-nan
2,103.061,0.627586,0,-nan,-nan
2,103.061,0.627586,1,-nan,-nan
2,103.061,0.658621,-1,nan,nan
2,103.061,0.658621,0,nan,nan
2,103.061,0.658621,1,nan,nan
2,103.061,0.689655,-1,-nan,-nan
2,103.061,0.689655,0,-nan,-nan
2,103.061,0.689655,1,-nan,-nan
2,103.061,0.72069,-1,nan,nan
2,103.061,0.72069,0,nan,nan
2,103.061,0.72069,1,nan,nan
2,103.061,0.751724,-1,-nan,-nan
2,103.061,0.751724,0,-nan,-nan
2,103.061,0.751724,1,-nan,-nan
2,103.061,0.782759,-1,nan,nan
2,103.061,0.782759,0,nan,nan
2,103.061,0.782759,1,nan,nan
2,103.061,0.813793,-1,-nan,-nan
2,103.061,0.813793,0,-nan,-nan
2,103.061,0.813793,1,-nan,-nan
2,103.061,0.844828,-1,nan,nan
2,103.061,0.844828,0,nan,nan
2,103.061,0.844828,1,nan,nan
2,103.061,0.875862,-1,-nan,-nan
2,103.061,0.875862,0,-nan,-nan
2,103.061,0.875862,1,-nan,-nan
2,103.061,0.906897,-1,nan,nan
2,103.061,0.906897,0,nan,nan
2,103.061,0.906897,1,nan,nan
2,103.061,0.937931,-1,-nan,-nan
2,103.061,0.937931,0,-nan,-nan
2,103.061,0.937931,1,-nan,-nan
2,103.061,0.968966,-1,nan,nan
2,103.061,0.968966,0,nan,nan
2,103.061,0.968966,1,nan,nan
